course_id,name,rating,reviews,Platform,actual_sentiment,preprocessed,flattened_reviews,sentiment
bcg-uva-darden-digital-transformation,Digital Transformation,5.0,"Thanks to this course I got a knowladge about the Python language, which could be complicated, but it wasn't. Explained step by step, by Dr. Chuck. Nothing is missing, on this course. Highly recommended.",Coursera,1,"['thanks', 'course', 'got', 'knowladge', 'python', 'language', 'could', 'complicated', 'explained', 'step', 'step', 'dr', 'chuck', 'nothing', 'missing', 'course', 'highly', 'recommended']",thanks course got knowladge python language could complicated explained step step dr chuck nothing missing course highly recommended,Positive
os-power-user,Operating Systems and You: Becoming a Power User,5.0,Great course to be introduced into the PM profession and skills! Many thanks!!!,Coursera,1,"['great', 'course', 'introduced', 'pm', 'profession', 'skill', 'many', 'thanks']",great course introduced pm profession skill many thanks,Positive
949766,Learn MongoDB : Leading NoSQL Database from scratch,2.0,not good much,Udemy,-1,"['good', 'much']",good much,Positive
python-data,Python Data Structures,5.0,Good course. I would have preferred some more depth on the topics covered for 5 stars.,Coursera,1,"['good', 'course', 'would', 'preferred', 'depth', 'topic', 'covered', 'star']",good course would preferred depth topic covered star,Positive
python-databases,Using Databases with Python,4.0,"This is a great course, I specifically enjoyed learning about the origin of rape law. ",Coursera,1,"['great', 'course', 'specifically', 'enjoyed', 'learning', 'origin', 'rape', 'law']",great course specifically enjoyed learning origin rape law,Positive
1000574,The Philosophy of FileMaker - Part 3,4.5,"Excellent course, my only thing that I would have wanted was for him to go a little deeper and difficult into each of the streams he went through. That's not saying he didn't comprehensively cover each of them that's only saying I wish the show didn't stop! haha",Udemy,1,"['excellent', 'course', 'thing', 'would', 'wanted', 'go', 'little', 'deeper', 'difficult', 'stream', 'went', 'saying', 'comprehensively', 'cover', 'saying', 'wish', 'show', 'stop', 'haha']",excellent course thing would wanted go little deeper difficult stream went saying comprehensively cover saying wish show stop haha,Positive
machine-learning-with-python,Machine Learning with Python,2.0,"Sometimes too long explanations and to many things, which you recap 10 times during the whole course ",Coursera,-1,"['sometimes', 'long', 'explanation', 'many', 'thing', 'recap', 'time', 'whole', 'course']",sometimes long explanation many thing recap time whole course,Positive
ai-for-everyone,AI For Everyone,5.0,"As i am a fan of Philosophy, i am very enjoyed the course",Coursera,1,"['fan', 'philosophy', 'enjoyed', 'course']",fan philosophy enjoyed course,Positive
2021266,C# Advanced Topics: Prepare for Technical Interviews,3.0,bit slow although Im a more advanced user. Also there is a lot of hand holding without information till after the user is told what to do. Always do I'm going to have you do x because we need it for this purpose... then show them how to do x... then say... we did x because of this (reiterate) .,Udemy,0,"['bit', 'slow', 'although', 'im', 'advanced', 'user', 'also', 'lot', 'hand', 'holding', 'without', 'information', 'till', 'user', 'told', 'always', 'going', 'x', 'need', 'purpose', 'show', 'x', 'say', 'x', 'reiterate']",bit slow although im advanced user also lot hand holding without information till user told always going x need purpose show x say x reiterate,Positive
machine-learning-business-professionals,Machine Learning for Business Professionals,5.0,What a great course. It is very practically-oriented and provides a student with necessary basic toolkit to tackle everyday managing tasks. I highly recommend it.,Coursera,1,"['great', 'course', 'practically', 'oriented', 'provides', 'student', 'necessary', 'basic', 'toolkit', 'tackle', 'everyday', 'managing', 'task', 'highly', 'recommend']",great course practically oriented provides student necessary basic toolkit tackle everyday managing task highly recommend,Positive
1844356,Comprehensive ASP.net MVC,5.0,"This course has taught me so much, the projects are fun to make and uses material that covered in previous lessons. The material is not taught too fast, and the challenges are very helpful in keeping the material in fresh in my head. :)",Udemy,1,"['course', 'taught', 'much', 'project', 'fun', 'make', 'us', 'material', 'covered', 'previous', 'lesson', 'material', 'taught', 'fast', 'challenge', 'helpful', 'keeping', 'material', 'fresh', 'head']",course taught much project fun make us material covered previous lesson material taught fast challenge helpful keeping material fresh head,Positive
intro-to-healthcare,Introduction to Healthcare,4.0,"Sometimes need more words in tasks, so it can help understand it better.",Coursera,1,"['sometimes', 'need', 'word', 'task', 'help', 'understand', 'better']",sometimes need word task help understand better,Positive
wharton-quantitative-modeling,Fundamentals of Quantitative Modeling,4.0,"I found the material of the class very useful for someone that has no experience using Python in data science topics.  However, I feel some topics are given too fast.   I also found some issues with the autograder that do not have any implication with the goals of the class but that are important in order to get the grade.",Coursera,1,"['found', 'material', 'class', 'useful', 'someone', 'experience', 'using', 'python', 'data', 'science', 'topic', 'however', 'feel', 'topic', 'given', 'fast', 'also', 'found', 'issue', 'autograder', 'implication', 'goal', 'class', 'important', 'order', 'get', 'grade']",found material class useful someone experience using python data science topic however feel topic given fast also found issue autograder implication goal class important order get grade,Positive
machine-learning-projects,Structuring Machine Learning Projects,5.0,It had taken me to the next level of expertise in programming and gave enough confidence to take on data analysis using python as a beginner in programming. All excited to take the next level of the course to continue the learning. Thanks to Dr. Charles Severance and the Coursera team for this wonderful opportunity. ,Coursera,1,"['taken', 'next', 'level', 'expertise', 'programming', 'gave', 'enough', 'confidence', 'take', 'data', 'analysis', 'using', 'python', 'beginner', 'programming', 'excited', 'take', 'next', 'level', 'course', 'continue', 'learning', 'thanks', 'dr', 'charles', 'severance', 'coursera', 'team', 'wonderful', 'opportunity']",taken next level expertise programming gave enough confidence take data analysis using python beginner programming excited take next level course continue learning thanks dr charles severance coursera team wonderful opportunity,Positive
41295,Lets Make a Hack n Slash game with SDL2 and C++,3.0,There wasn't a clarification or opinion on why I should or should not choose 32bit over 64bit Python. I was hoping for this actually.,Udemy,0,"['clarification', 'opinion', 'choose', 'bit', 'bit', 'python', 'hoping', 'actually']",clarification opinion choose bit bit python hoping actually,Positive
1026276,C# Performance Tricks: How To Radically Speed Up Your Code.,2.5,The text for the code is not very sharp (readability wise),Udemy,-1,"['text', 'code', 'sharp', 'readability', 'wise']",text code sharp readability wise,Positive
learning-how-to-learn,Learning How to Learn: Powerful mental tools to help you master tough subjects,5.0,Excellent tutorial and access to tools to try / test coding.  Very good explanation of concepts.,Coursera,1,"['excellent', 'tutorial', 'access', 'tool', 'try', 'test', 'coding', 'good', 'explanation', 'concept']",excellent tutorial access tool try test coding good explanation concept,Positive
data-scientists-tools,The Data Scientists Toolbox,5.0,It was a great introductory course!,Coursera,1,"['great', 'introductory', 'course']",great introductory course,Positive
python,Programming for Everybody (Getting Started with Python),5.0,Amazing course for an introduction to the pandas library and its main data structures Series and DataFrame.Improvements could be made to the hypothesis testing section of the course.,Coursera,1,"['amazing', 'course', 'introduction', 'panda', 'library', 'main', 'data', 'structure', 'series', 'dataframe', 'improvement', 'could', 'made', 'hypothesis', 'testing', 'section', 'course']",amazing course introduction panda library main data structure series dataframe improvement could made hypothesis testing section course,Positive
python,Programming for Everybody (Getting Started with Python),5.0,amazing course and mentor. thank you so much. i really enjoyed learning,Coursera,1,"['amazing', 'course', 'mentor', 'thank', 'much', 'really', 'enjoyed', 'learning']",amazing course mentor thank much really enjoyed learning,Positive
897682,The Complete Android Oreo Developer Course - Build 23 Apps!,2.0,The course is great I would certainly love more like it.,Udemy,-1,"['course', 'great', 'would', 'certainly', 'love', 'like']",course great would certainly love like,Positive
photography,Seeing Through Photographs,5.0,"The content is relevant and very well founded. The videos are quite useful and allow to go deeper into topics and definitions. However, although some of the material was optional, everything had to be reviewed in order to pass the course and obtain the certificate. For example, I think it would be useful to give a percentage to the participation in the forums, to encourage students to give elaborated answers and not just participate so that the forum activity would appear as completed.",Coursera,1,"['content', 'relevant', 'well', 'founded', 'video', 'quite', 'useful', 'allow', 'go', 'deeper', 'topic', 'definition', 'however', 'although', 'material', 'optional', 'everything', 'reviewed', 'order', 'pas', 'course', 'obtain', 'certificate', 'example', 'think', 'would', 'useful', 'give', 'percentage', 'participation', 'forum', 'encourage', 'student', 'give', 'elaborated', 'answer', 'participate', 'forum', 'activity', 'would', 'appear', 'completed']",content relevant well founded video quite useful allow go deeper topic definition however although material optional everything reviewed order pas course obtain certificate example think would useful give percentage participation forum encourage student give elaborated answer participate forum activity would appear completed,Positive
